x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.00125729, 0.00494255, -365.687, 2.20732, 34.8404, 0.00520072, 16.8193, 37.5181, -19.4601
0.00232037, 0.0143427, -791.947, 12.818, 39.1889, 0.00536321, 46.3041, 24.787, -51.8109
0.00935018, 0.0226499, -864.557, 20.6361, 33.2859, 0.00480385, 51.0736, 1.42966, -54.6332
0.0183786, 0.0299612, -795.121, 24.4627, 25.2216, 0.00434596, 45.1867, -12.9142, -46.9231
0.0288456, 0.0366311, -730.626, 26.2696, 19.0724, 0.00410121, 38.8326, -20.7676, -39.7207
0.040511, 0.0428384, -684.388, 27.4223, 15.1769, 0.0039601, 33.5136, -25.2045, -33.9825
0.0532978, 0.0487015, -645.294, 28.2875, 12.7534, 0.00383423, 28.9431, -27.4812, -29.1724
0.0671976, 0.0542932, -610.939, 28.8843, 11.1465, 0.0037006, 24.9887, -28.3661, -25.1013
0.0822319, 0.0596549, -582.201, 29.2299, 9.95895, 0.00357033, 21.6331, -28.5225, -21.706
0.0984358, 0.0648068, -558.295, 29.3663, 8.96887, 0.00345164, 18.7867, -28.3449, -18.851
0.115763, 0.0697306, -537.717, 29.3383, 8.06869, 0.00334534, 16.3293, -28.0057, -16.3937
0.134277, 0.0744284, -518.983, 29.1868, 7.21824, 0.00324973, 14.1711, -27.5678, -14.2352
0.154138, 0.0789167, -501.427, 28.9515, 6.40299, 0.00316331, 12.2364, -27.069, -12.2998
0.175412, 0.0831729, -484.668, 28.6628, 5.62262, 0.00308535, 10.4867, -26.5272, -10.5482
0.198171, 0.087168, -468.421, 28.3372, 4.87679, 0.00301436, 8.88945, -25.9449, -8.948
0.222492, 0.0908672, -452.42, 27.9818, 4.16428, 0.00294876, 7.42081, -25.317, -7.47572
0.248457, 0.0942307, -436.472, 27.5994, 3.48419, 0.0028876, 6.06597, -24.6419, -6.11681
0.276162, 0.0972123, -420.485, 27.1893, 2.83381, 0.00283037, 4.81138, -23.9216, -4.85844
0.305706, 0.0997586, -404.296, 26.7472, 2.20972, 0.0027766, 3.64713, -23.1554, -3.69053
0.337202, 0.10181, -387.717, 26.2719, 1.61139, 0.00272599, 2.57036, -22.3435, -2.60984
0.370768, 0.103298, -370.739, 25.7595, 1.03797, 0.00267807, 1.57501, -21.4857, -1.61108
0.40497, 0.104139, -353.986, 25.2396, 0.508246, 0.00263446, 0.694774, -20.626, -0.726336
0.438614, 0.104326, -338.009, 24.7254, 0.036541, 0.00259524, -0.0575876, -19.7932, 0.0298661
0.47198, 0.10392, -322.641, 24.2157, -0.388682, 0.00255943, -0.709239, -18.9839, 0.684589
0.505061, 0.102964, -307.864, 23.7149, -0.773885, 0.00252661, -1.27611, -18.2021, 1.25385
0.537851, 0.101496, -293.732, 23.2338, -1.1245, 0.00249686, -1.77163, -17.4569, 1.75114
0.570335, 0.0995518, -280.537, 22.8034, -1.44469, 0.00247121, -2.20878, -16.7708, 2.18954
0.602527, 0.0971336, -269.012, 22.4486, -1.75598, 0.00245042, -2.63928, -16.1677, 2.61786
0.63442, 0.0941226, -258.975, 21.9353, -2.14139, 0.00242242, -3.19809, -15.4585, 3.16157
0.665965, 0.0904037, -243.941, 21.154, -2.55657, 0.00238244, -3.70039, -14.5297, 3.66824
0.697143, 0.0859795, -224.886, 20.1709, -2.93559, 0.00232988, -4.0734, -13.4251, 4.05103
0.727944, 0.0808795, -204.109, 19.064, -3.24987, 0.00226647, -4.30904, -12.2202, 4.29534
0.758398, 0.0751218, -182.117, 17.8475, -3.48964, 0.00219209, -4.40494, -10.9475, 4.3996
0.788514, 0.0687241, -158.824, 16.5085, -3.64557, 0.0021051, -4.35534, -9.62102, 4.35867
0.81824, 0.0617162, -134.468, 15.0329, -3.70512, 0.00200343, -4.15698, -8.25721, 4.16859
0.847521, 0.0541341, -109.439, 13.4218, -3.65722, 0.00188546, -3.81468, -6.88597, 3.8341
0.876349, 0.0460035, -84.3949, 11.644, -3.48296, 0.00174667, -3.33274, -5.51582, 3.35741
0.904823, 0.0373107, -59.5173, 9.76479, -3.19197, 0.00158726, -2.74919, -4.21773, 2.78027
0.932917, 0.0280792, -36.9215, 7.52813, -2.69649, 0.00138354, -2.03411, -2.88862, 2.05804
0.960521, 0.0183636, -14.0887, 6.00781, -2.3095, 0.00122229, -1.48011, -2.06497, 1.53261
0.987112, 0.00771746, -3.5377, 1.69866, -1.38616, 0.000785801, -0.577599, -0.52849, 0.590471
-0.00547848, 0.00519101, -198.99, 9.45423, 29.862, 0.0139691, 22.5107, -29.1244, -17.3743
-0.00192765, 0.0150636, -487.828, 22.211, 30.9947, 0.0118668, 4.01222, -29.6473, 6.23283
0.00514503, 0.0237932, -635.101, 31.0373, 28.4097, 0.00990735, 1.61696, -15.9251, 6.22232
0.0142686, 0.0314764, -674.995, 34.9949, 24.9979, 0.00922369, 5.45187, -8.52923, -0.869925
0.0248678, 0.03847, -672.009, 36.2158, 21.6147, 0.0089206, 8.14672, -6.15107, -5.84604
0.0366907, 0.0449565, -654.169, 36.2187, 18.5059, 0.00853566, 8.45333, -5.60305, -7.40704
0.0496509, 0.051059, -629.029, 35.7088, 15.8322, 0.00798362, 7.35175, -5.33073, -6.90669
0.0637331, 0.0568548, -601.534, 35.0407, 13.6492, 0.00734397, 5.84591, -4.98104, -5.65533
0.0789533, 0.0623901, -575.767, 34.4159, 11.89, 0.00674332, 4.48774, -4.59809, -4.38527
0.095343, 0.0676896, -553.084, 33.9049, 10.4422, 0.00622165, 3.4381, -4.23607, -3.35441
0.112853, 0.0727391, -533.116, 33.4926, 9.2102, 0.00577769, 2.68095, -3.92333, -2.59534
0.131544, 0.0775443, -514.867, 33.131, 8.1279, 0.00540269, 2.14188, -3.66681, -2.05266
0.151577, 0.0821251, -497.723, 32.7809, 7.14513, 0.00509045, 1.74648, -3.46055, -1.65682
0.173017, 0.0864618, -481.345, 32.4191, 6.23555, 0.0048328, 1.4434, -3.29259, -1.35661
0.195933, 0.0905278, -465.454, 32.033, 5.38286, 0.00461742, 1.19887, -3.14999, -1.11711
0.220404, 0.0942907, -449.787, 31.6163, 4.57726, 0.00443328, 0.992712, -3.02229, -0.917198
0.246513, 0.0977123, -434.144, 31.1673, 3.81325, 0.00427361, 0.813403, -2.9036, -0.74446
0.274354, 0.100748, -418.424, 30.687, 3.08547, 0.0041351, 0.654502, -2.79218, -0.591857
0.304029, 0.103347, -402.473, 30.1741, 2.38965, 0.00401555, 0.512508, -2.68789, -0.455805
0.335649, 0.105449, -386.115, 29.627, 1.72509, 0.00391238, 0.384717, -2.58859, -0.333651
0.369334, 0.106988, -369.327, 29.044, 1.08958, 0.00382415, 0.26834, -2.49424, -0.222469
0.403649, 0.107879, -352.724, 28.4522, 0.504849, 0.00375076, 0.166548, -2.40377, -0.126263
0.4374, 0.108112, -336.882, 27.8737, -0.0147695, 0.00369056, 0.0791668, -2.32209, -0.0438738
0.470866, 0.107751, -321.621, 27.3044, -0.483792, 0.00364025, 0.00209473, -2.24612, 0.0291295
0.504041, 0.106839, -306.929, 26.7452, -0.910091, 0.0035978, -0.0668953, -2.17371, 0.0949033
0.53692, 0.105414, -292.858, 26.1996, -1.30015, 0.00356092, -0.129611, -2.101, 0.155263
0.569488, 0.103512, -279.678, 25.6764, -1.66082, 0.00352558, -0.190161, -2.01506, 0.214894
0.601759, 0.101135, -267.97, 25.2178, -2.02815, 0.00349063, -0.251963, -1.90996, 0.282109
0.633727, 0.0981656, -257.527, 24.7557, -2.50856, 0.00347887, -0.325546, -1.86765, 0.364661
0.665343, 0.0944879, -242.618, 24.1273, -2.99574, 0.00349376, -0.389773, -1.89738, 0.430415
0.69659, 0.0901048, -223.894, 23.3183, -3.41533, 0.00352303, -0.454764, -1.9595, 0.486339
0.727455, 0.0850459, -203.434, 22.3677, -3.75878, 0.00355566, -0.525318, -2.02429, 0.543538
0.75797, 0.0793293, -181.752, 21.2877, -4.02655, 0.0035869, -0.599337, -2.08544, 0.603517
0.788144, 0.0729729, -158.779, 20.0735, -4.21051, 0.00361551, -0.67486, -2.14547, 0.664604
0.817927, 0.0660064, -134.745, 18.7162, -4.29801, 0.00364082, -0.751997, -2.20642, 0.726481
0.847261, 0.0584658, -110.016, 17.2149, -4.27773, 0.00366043, -0.82727, -2.26731, 0.786926
0.87614, 0.0503768, -85.2373, 15.5316, -4.13037, 0.00367333, -0.905396, -2.32504, 0.848847
0.904663, 0.0417258, -60.5159, 13.7142, -3.86509, 0.0036671, -0.957124, -2.36994, 0.893839
0.932805, 0.0325363, -38.0729, 11.468, -3.3842, 0.00365851, -1.06228, -2.38151, 0.96929
0.960454, 0.0228628, -14.8103, 9.7447, -3.00608, 0.00359518, -0.880862, -2.30291, 0.868859
0.98709, 0.012259, -5.47441, 5.41713, -1.80062, 0.00337694, -1.30032, -2.182, 1.01711
-0.0106028, 0.00549268, -106.517, 11.741, 26.8306, 0.0262192, 19.0866, -32.4343, -19.7411
-0.00708428, 0.0159388, -341.232, 19.8272, 29.6251, 0.0234291, -11.7855, -21.2213, 8.11719
4.05928e-05, 0.0251813, -527.717, 26.9826, 28.9573, 0.0199278, -17.2752, -3.87047, 13.0206
0.0092797, 0.0333161, -613.611, 31.9004, 26.4493, 0.0167835, -11.4399, 3.00099, 8.87082
