x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.000904377, 0.0048853, -692.887, 2.6558, 41.5799, 0.00575345, 23.8917, 47.6725, -28.2695
0.00332232, 0.0139994, -1121.38, 14.5255, 41.8858, 0.00551238, 55.0018, 24.1225, -61.7497
0.0108967, 0.0217894, -1115.19, 21.9299, 31.458, 0.00478999, 54.2347, -4.44055, -57.9358
0.0203914, 0.028457, -983.996, 24.6421, 20.7635, 0.00426566, 43.8129, -19.1227, -45.1051
0.0312706, 0.0343963, -879.322, 25.5018, 13.9626, 0.00396755, 34.7772, -25.6497, -35.1061
0.0433046, 0.0398084, -799.505, 26.1146, 10.4097, 0.00380099, 28.2308, -28.5122, -28.1974
0.056423, 0.0448232, -732.059, 26.6728, 8.59124, 0.00368161, 23.3872, -29.4497, -23.2212
0.0706221, 0.0495203, -676.203, 26.947, 7.53042, 0.00356214, 19.5663, -29.2342, -19.3992
0.0859261, 0.0539478, -631.638, 27.0112, 6.76032, 0.0034361, 16.4429, -28.4787, -16.3256
0.102373, 0.0581326, -595, 26.9351, 6.07762, 0.00330973, 13.8468, -27.5002, -13.7728
0.119966, 0.0620787, -563.239, 26.6989, 5.41236, 0.00319052, 11.6621, -26.4441, -11.6155
0.138721, 0.0657849, -534.737, 26.3551, 4.76577, 0.00308321, 9.80931, -25.4022, -9.78017
0.158751, 0.0692601, -508.643, 25.952, 4.14669, 0.00298685, 8.21325, -24.3965, -8.19574
0.18017, 0.0725027, -484.289, 25.5221, 3.56278, 0.00289952, 6.82522, -23.4224, -6.81444
0.203049, 0.0754966, -461.321, 25.0818, 3.01843, 0.00281956, 5.61053, -22.4749, -5.60371
0.227465, 0.0782218, -439.482, 24.6368, 2.51316, 0.00274575, 4.54179, -21.5497, -4.53743
0.253503, 0.0806548, -418.539, 24.1871, 2.04427, 0.00267741, 3.598, -20.6442, -3.59516
0.281259, 0.0827687, -398.309, 23.732, 1.60896, 0.00261419, 2.76313, -19.7578, -2.76122
0.310834, 0.0845335, -378.667, 23.2697, 1.20411, 0.00255576, 2.02303, -18.8897, -2.02178
0.342341, 0.0859161, -359.471, 22.8008, 0.828205, 0.00250195, 1.36882, -18.0401, -1.36782
0.3759, 0.0868798, -340.692, 22.3238, 0.478898, 0.00245246, 0.789682, -17.2085, -0.789008
0.410081, 0.0873826, -323.017, 21.8661, 0.16794, 0.00240895, 0.299435, -16.431, -0.298741
0.443693, 0.0874355, -306.911, 21.435, -0.100433, 0.00237129, -0.104441, -15.7235, 0.104885
