1.000362  0.001207
0.999414  0.001635
0.996573  0.002914
0.991846  0.005022
0.985245  0.007928
0.976787  0.011586
0.966494  0.015937
0.954393  0.020916
0.940518  0.026443
0.924908  0.032434
0.907607  0.038793
0.888666  0.045422
0.868144  0.052218
0.846105  0.059073
0.822619  0.065879
0.797764  0.072527
0.771626  0.078911
0.744297  0.084925
0.715874  0.090468
0.686464  0.095446
0.656180  0.099769
0.625141  0.103356
0.593594  0.106142
0.562062  0.108345
0.530233  0.110057
0.498236  0.111244
0.466206  0.111880
0.434278  0.111943
0.402586  0.111416
0.371267  0.110291
0.340456  0.108566
0.310286  0.106244
0.280888  0.103340
0.252392  0.099872
0.224921  0.095869
0.198594  0.091364
0.173525  0.086401
0.149820  0.081027
0.127580  0.075294
0.106897  0.069262
0.087855  0.062990
0.070529  0.056541
0.054986  0.049980
0.041284  0.043367
0.029473  0.036763
0.019593  0.030224
0.011677  0.023800
0.005748  0.017533
0.001822  0.011461
-0.000094  0.005611
0.000000  0.000000
0.002068 -0.005217
0.006064 -0.009890
0.011965 -0.014017
0.019740 -0.017598
0.029350 -0.020635
0.040751 -0.023130
0.053889 -0.025088
0.068708 -0.026516
0.085144 -0.027427
0.103128 -0.027833
0.122590 -0.027753
0.143451 -0.027209
0.165632 -0.026229
0.189051 -0.024841
0.213621 -0.023082
0.239252 -0.020989
0.265854 -0.018604
0.293332 -0.015973
0.321590 -0.013142
0.350528 -0.010157
0.380043 -0.007068
0.410033 -0.003922
0.440389 -0.000763
0.471003  0.002365
0.501764  0.005422
0.532558  0.008375
0.563271  0.011190
0.593788  0.013845
0.623549  0.016200
0.652837  0.018003
0.681660  0.019254
0.709905  0.019974
0.737457  0.020191
0.764200  0.019943
0.790021  0.019277
0.814805  0.018245
0.838442  0.016905
0.860825  0.015318
0.881847  0.013549
0.901410  0.011663
0.919420  0.009724
0.935789  0.007796
0.950434  0.005938
0.963283  0.004205
0.974270  0.002648
0.983338  0.001312
0.990441  0.000233
0.995541 -0.000560
0.998612 -0.001044
0.999638 -0.001207
