1.000286  0.001227
0.999331  0.001592
0.996466  0.002682
0.991703  0.004484
0.985054  0.006975
0.976542  0.010124
0.966193  0.013893
0.954041  0.018237
0.940124  0.023102
0.924489  0.028432
0.907187  0.034162
0.888279  0.040228
0.867828  0.046559
0.845906  0.053085
0.822591  0.059732
0.797966  0.066427
0.772122  0.073097
0.745154  0.079671
0.717162  0.086078
0.688254  0.092251
0.658539  0.098123
0.628133  0.103634
0.597157  0.108724
0.565734  0.113339
0.533990  0.117431
0.502057  0.120956
0.470067  0.123876
0.438153  0.126159
0.406451  0.127781
0.374402  0.128571
0.342653  0.128207
0.311539  0.126707
0.281214  0.124114
0.251829  0.120489
0.223530  0.115906
0.196454  0.110454
0.170732  0.104231
0.146485  0.097349
0.123823  0.089923
0.102844  0.082075
0.083636  0.073929
0.066274  0.065609
0.050822  0.057235
0.037331  0.048922
0.025843  0.040779
0.016389  0.032902
0.008987  0.025378
0.003650  0.018278
0.000379  0.011657
-0.000833  0.005557
0.000000  0.000000
0.002806 -0.004867
0.007507 -0.008911
0.014063 -0.012147
0.022430 -0.014598
0.032555 -0.016296
0.044380 -0.017279
0.057842 -0.017593
0.072872 -0.017289
0.089398 -0.016425
0.107347 -0.015064
0.126643 -0.013275
0.147209 -0.011131
0.168968 -0.008709
0.191844 -0.006087
0.215761 -0.003349
0.240644 -0.000576
0.266417  0.002146
0.293006  0.004735
0.320336  0.007110
0.348330  0.009193
0.376908  0.010910
0.406168  0.012203
0.436514  0.013299
0.467143  0.014294
0.497943  0.015155
0.528800  0.015855
0.559600  0.016371
0.590224  0.016687
0.620557  0.016793
0.650478  0.016686
0.679871  0.016369
0.708617  0.015849
0.736600  0.015141
0.763704  0.014263
0.789819  0.013237
0.814833  0.012089
0.838641  0.010846
0.861141  0.009540
0.882234  0.008199
0.901830  0.006854
0.919839  0.005536
0.936183  0.004272
0.950787  0.003090
0.963583  0.002013
0.974514  0.001063
0.983529  0.000260
0.990584 -0.000381
0.995648 -0.000848
0.998696 -0.001132
0.999714 -0.001227
