x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.00181678, 0.00501568, -123.745, 1.09776, 29.0888, 0.00474739, 9.76277, 30.4339, -11.0106
0.000742556, 0.0148301, -543.974, 10.151, 35.7578, 0.00517125, 35.9373, 26.8326, -40.0265
0.00692903, 0.0239156, -665.739, 18.2, 33.7793, 0.00492154, 46.8464, 9.56198, -49.9786
0.01523, 0.0322072, -652.203, 23.0554, 28.7825, 0.00454255, 46.0123, -3.97242, -47.8373
0.0250528, 0.0399929, -630.847, 25.8801, 24.2354, 0.00424343, 42.0968, -12.4517, -43.2683
0.036148, 0.0474136, -619.319, 27.7689, 20.8142, 0.00406779, 38.3424, -18.0108, -39.1566
0.0484336, 0.0545639, -609.87, 29.1742, 18.2764, 0.00396212, 35.0413, -21.9307, -35.6176
0.0618988, 0.0614968, -600.35, 30.2404, 16.3219, 0.00387169, 31.9322, -24.7049, -32.3542
0.0765638, 0.0682355, -591.981, 31.0388, 14.7318, 0.00377864, 28.9456, -26.6505, -29.2762
0.0923751, 0.0747474, -585.27, 31.6198, 13.3559, 0.00368586, 26.1147, -28.0373, -26.3918
0.109371, 0.0810188, -579.523, 32.0092, 12.0895, 0.00359759, 23.4327, -29.0577, -23.6786
0.127705, 0.0870619, -573.678, 32.238, 10.8726, 0.00351568, 20.8662, -29.8148, -21.0901
0.147455, 0.0928393, -567.383, 32.3306, 9.67752, 0.00343951, 18.3755, -30.3569, -18.584
0.168688, 0.0982947, -560.167, 32.3055, 8.49321, 0.00336828, 15.9402, -30.6976, -16.1354
0.191475, 0.103361, -551.657, 32.1751, 7.31616, 0.00330144, 13.5497, -30.8424, -13.7324
0.21589, 0.107959, -541.535, 31.9378, 6.14101, 0.0032374, 11.188, -30.78, -11.3592
0.242016, 0.111995, -529.186, 31.5866, 4.96854, 0.00317405, 8.85954, -30.48, -9.01773
0.269938, 0.115364, -514.256, 31.1063, 3.80026, 0.00310873, 6.57019, -29.9088, -6.71488
0.29975, 0.117945, -496.183, 30.4732, 2.64017, 0.00303949, 4.34402, -29.0343, -4.47364
0.33155, 0.119598, -474.261, 29.6555, 1.4966, 0.00296453, 2.21948, -27.827, -2.33155
0.36545, 0.120162, -447.532, 28.5681, 0.374438, 0.00287897, 0.231664, -26.2098, -0.324427
0.39998, 0.119576, -414.935, 27.2324, -0.63664, 0.00278452, -1.396, -24.2278, 1.33517
0.433881, 0.11804, -378.725, 25.9801, -1.36245, 0.00269944, -2.38373, -22.2849, 2.36772
0.467461, 0.115808, -348.494, 24.9732, -1.8581, 0.00262831, -3.03458, -20.6317, 3.03127
0.500744, 0.112972, -323.925, 24.1064, -2.24736, 0.00256639, -3.54966, -19.1994, 3.54457
