x,y,p,Ux,Uy,Rx,Ry,Rxy,viscosity
1.000207,0.001243,50.60762352488754,12.307799930007233,-0.7105233538593273,-0.8848330774936672,0.003457436289261165,6.297374954658334,0.8120167714381628
0.999243,0.001544,48.339202700292404,11.860624480046495,-0.7677683784694731,-0.8722071091667256,0.0032891478935372616,5.895494925205149,0.8043118884392143
0.996353,0.002442,41.55827452096119,10.52784295325161,-0.9386136069861494,-0.833914147530969,0.002785232758515402,4.696513493007315,0.7807497459752799
0.991548,0.003928,30.315688930055245,8.324500742584256,-1.2214250692768538,-0.7695370237562107,0.001948375497857367,2.712425264844689,0.740828750452222
0.984843,0.005982,16.93769933959429,5.135745409536864,-1.6218468664370547,-0.7316033617039417,0.0010316359911021241,0.009905896429965894,0.7342398377041631
0.976261,0.00858,13.93843120025436,6.24771690951369,-1.7778328324692483,-0.9366986643141362,0.001157639720255795,-0.5023114969317359,0.9518881718453365
0.965831,0.011689,10.732196926386006,7.888985709164849,-1.9451009032831663,-1.1834914966669168,0.001332580197791677,-0.9610710761096064,1.2130455614162776
0.953588,0.015273,4.902357301517095,8.63864125055533,-2.133641267775684,-1.463360684489974,0.0014241851151962533,-1.8127216500511731,1.4991531959296776
0.939575,0.01929,-4.944653724131335,9.199202640728942,-2.266012817647258,-1.6607799199603435,0.001479145463270172,-2.1579077931421264,1.6841761659367305
0.923841,0.023692,-15.563540453915635,9.669990333990143,-2.441263693868901,-1.9140586038960843,0.0015263006739377062,-2.8224843223771345,1.9312576736239813
0.90644,0.028428,-26.61217833485469,10.687715707066776,-2.6357763345001297,-2.1966306166080583,0.001613522215104161,-3.452165333479604,2.217759187515481
0.887434,0.033447,-39.31106894223681,11.449205620809582,-2.8021818300926333,-2.4767311045607343,0.0016781140899311616,-4.224325600221902,2.4974995432329665
0.866891,0.03869,-52.99798886019911,12.282078470047221,-2.9450316517947903,-2.7479539547628415,0.0017457861606583107,-4.977578894018266,2.7671127323564555
0.844887,0.044102,-67.4892203825815,13.251661037695627,-3.0584861708656033,-3.00180089272286,0.0018201688404870786,-5.7069668638555875,3.0202096935779545
0.8215,0.049624,-82.95118250763795,14.099411191690972,-3.1449238713429257,-3.236690950061137,0.0018829209673209598,-6.543463113601649,3.2537117224788825
0.796819,0.055197,-99.01967397303663,14.963213488721653,-3.2027940432999555,-3.445947819779608,0.0019448207818828105,-7.394733487253775,3.4615261182820225
0.770935,0.060763,-115.63825430409463,15.825720211897437,-3.230089583700974,-3.623897459177114,0.0020047189007095347,-8.26491603331395,3.6379451203709454
0.743945,0.066264,-132.75398911608553,16.678017046569387,-3.2258000902382706,-3.765577195732056,0.0020622182140682746,-9.156559429235552,3.7780259817689004
0.715953,0.071643,-150.32306207124378,17.517610107624865,-3.1897593046031183,-3.8669232241129183,0.0021174334514148605,-10.072350799762145,3.8777606694291373
0.687065,0.076846,-168.32749671456293,18.34389937522578,-3.1218314092878394,-3.9241117638157137,0.002170648888478167,-11.014266918362594,3.9332547423347566
0.657394,0.081819,-186.73526563345808,19.157223684614003,-3.021716048834104,-3.9326356805891436,0.002222260222775883,-11.984442979257617,3.940114020065238
0.627056,0.08651,-205.54248878600657,19.95792709966862,-2.889489755976477,-3.888458750176267,0.002272704207915191,-12.98456682716158,3.8943943477456666
0.59617,0.090871,-224.82153362199458,20.748353334395144,-2.7250040904203225,-3.78789222655144,0.002322599954664528,-14.018762051772804,3.7923803625484434
0.56486,0.094856,-244.6824457470702,21.531021417579428,-2.527094100496682,-3.6260872283811794,0.0023726456747439955,-15.09244396546481,3.6290122989331217
0.53325,0.098423,-265.1080700789283,22.30399797489149,-2.2940478507392936,-3.3958943606765137,0.00242325814846387,-16.20795986385511,3.396872377921078
0.50147,0.101531,-285.92325684770674,23.067309913136608,-2.0215632961734102,-3.0841048031376244,0.002475132837137336,-17.366780955245787,3.083569806496803
0.469649,0.104147,-307.6191967065081,23.837859036872885,-1.708175482031276,-2.684696211280736,0.0025297796264481115,-18.60172370379505,2.6857536654566574
0.437919,0.106239,-333.0042988888121,24.697586203749914,-1.3219023987457728,-2.1899203428343066,0.0025903810786069947,-19.98411403006075,2.1837082751327426
0.406411,0.107783,-362.5006373936039,25.718494869348085,-0.7834303826903343,-1.4811082246370213,0.0026601543048945728,-21.562177015983707,1.4466430829324346
0.37476,0.108652,-390.662121833353,26.81433824822767,-0.053535478087915325,-0.3747951533576911,0.002737231184081465,-23.206164671989903,0.3164022863134325
0.343463,0.108612,-415.16100275867245,27.792399528954,0.7840025926060488,1.0211260289654043,0.002811289522901427,-24.666350480142796,-1.0952317382125756
0.312792,0.107669,-436.84333381077266,28.612443331403465,1.6849784434542037,2.6121550455744225,0.002880733819346323,-25.90258829750462,-2.6996660440499998
0.282889,0.105849,-456.30321582631103,29.30147284575037,2.6423785764749788,4.374821850616205,0.0029479826557526952,-26.934081706659583,-4.475029380285312
0.253894,0.103188,-473.7584689022474,29.88021644582007,3.652866823313269,6.298221268287241,0.0030150915568901114,-27.76744153757775,-6.4102125604539655
0.225943,0.099734,-489.45968795514796,30.355854752469263,4.711957421296214,8.36767596939154,0.0030830125162389778,-28.397296922101773,-8.491356859508997
0.199164,0.095547,-503.5611293616199,30.733452388759012,5.817151128357764,10.575558670007254,0.003152504099152008,-28.815161658341374,-10.71049678367834
0.173682,0.090694,-516.3479209957386,31.01225725930366,6.964560116939553,12.915620299122534,0.0032249150804134975,-29.020134019388518,-13.061935196174772
0.149611,0.085254,-527.6203242322525,31.178600832636633,8.13268431838564,15.370680607275354,0.00330192687963586,-29.0026518996193,-15.529100468713892
0.127057,0.079308,-539.1299267975196,31.215099454834313,9.378905770669656,18.093429548005957,0.0033940249704003697,-28.82526495641001,-18.266189883613436
0.106119,0.072946,-551.3484287948331,31.081023697353487,10.708817880710042,21.10611341858064,0.003502625445505558,-28.45209503689898,-21.300218714970242
0.086882,0.06626,-563.6989750030427,30.714222092335287,12.101175184705044,24.351299667572842,0.0036200805886142146,-27.7201627446282,-24.583381504345677
0.069424,0.059342,-577.9683044097642,30.083322988451677,13.67644469594724,27.87623113779706,0.0037412113250782316,-26.4375528647687,-28.183398223865847
0.053812,0.052285,-594.195259612546,29.150105564853526,15.607035665660497,31.606917705300813,0.003853579074042546,-24.244377582359668,-32.0591667809275
0.0401,0.045177,-610.8044736081048,27.882099665299148,18.14138476691725,35.44065514645668,0.003955749322818535,-20.731964019240618,-36.13432067314888
0.028336,0.038103,-628.6734662559272,26.22191521312829,21.566254089724037,39.4755508254696,0.004090499319540816,-15.579706866334144,-40.529781164725556
0.018555,0.031139,-653.5923163278826,23.87579986353195,25.994802191021147,43.725337828968385,0.004331031765297665,-8.169842235134897,-45.40261802237268
0.010784,0.024355,-670.1772306617622,20.171860972529633,30.660612348094716,46.08405324657861,0.004648710503726143,2.620385125968713,-48.85916736039838
0.005038,0.017808,-613.9543094698197,14.876070386020933,33.515163290597904,42.1279828724314,0.0049181969406026215,15.50170481137203,-45.82892606479044
0.001327,0.011546,-467.51346679424364,9.215936347342419,33.281077628852074,32.65982659731557,0.004976424361599266,25.0408978771607,-36.325287951086814
-0.000349,0.005603,-208.25563810568082,3.5319148571844234,29.399621319152025,16.41067301106414,0.004747830737497132,28.535532836862824,-18.330255925339856
0.0,0.0,53.78051653732584,0.2509109852957889,22.279779320592663,5.387715840590893,0.004091065451332322,22.530471313278316,-5.610443379504326
0.002322,-0.00511,254.96080941906308,-0.23835685282020225,13.850406606500298,0.5309013539886679,0.003345368760962213,13.933883123760264,0.2609730513768599
0.006558,-0.009584,344.6208962042844,2.3614676498031297,5.669659059569183,2.579116719066633,0.00278071494117149,8.214273864590501,-1.9540063085636459
0.012675,-0.013429,356.43063433853206,5.3054983709177215,0.5904589785424161,3.4257575727080902,0.0021907133313064818,6.650905894645281,-3.3902137460889623
0.020633,-0.016655,325.5017384059876,8.880970036562134,-2.7767659898920556,4.133691151815931,0.0017070171334442258,6.346857196394228,-4.57473203306065
0.030388,-0.019278,276.2657615290543,12.270401504488184,-4.035509276679861,3.945033239834344,0.0015424092266856462,7.876171651622665,-4.5280596260741515
0.041887,-0.021317,231.90230909779677,15.014308968949582,-3.7647823479706295,3.6855566505124138,0.001753176035562653,10.920914332225076,-4.254042135829722
0.055073,-0.022799,200.08178772223349,16.941200210017044,-2.8268196993936447,2.627576584083002,0.0017456761879226623,12.070665463034409,-3.0234628778668418
0.069882,-0.023752,178.10852362891518,18.17291570142099,-1.8186360891331517,1.5942788598759683,0.0017159824985034317,12.373132052406639,-1.8558950435788468
0.086248,-0.024211,162.28030726915085,18.939126680766808,-0.9649881810865629,0.7514349925023703,0.0017011401153597177,12.371945479705381,-0.9306566619661474
0.104101,-0.024214,150.3863736683189,19.405528194859215,-0.2898545604423387,0.09172038625915449,0.0017035285060874876,12.279833328565974,-0.2185142749973435
0.123368,-0.023804,141.40945343155838,19.66929399449752,0.23134656230497014,-0.41274216004824094,0.0017117737764518817,12.11389789254999,0.3223202244651575
0.143974,-0.023028,135.34876293235413,19.782777674867923,0.5991749188743876,-0.822778015922424,0.0017144990072081806,11.888869947727484,0.7584570964701747
0.165842,-0.021939,130.41326907477486,19.802968378585224,0.8870536371915999,-1.0782432589531143,0.0017161487044427214,11.591450831449967,1.0327257223137702
0.188894,-0.020591,127.3553431275912,19.746908105183852,1.0661635640359655,-1.2715456059835333,0.0017155898896661673,11.3085101755445,1.239918367226912
0.213051,-0.019043,124.90482722989006,19.652945327524396,1.1877352277137072,-1.3581003709609711,0.0017161894234137306,11.013545402632124,1.3370163495908862
0.238231,-0.017356,123.0990671638409,19.535507472115185,1.2483258178213092,-1.3852488566583157,0.0017162610976863945,10.728121792761446,1.3723234535676379
0.264352,-0.015592,121.69484445842035,19.408094556771367,1.2564302838484627,-1.364045958419647,0.0017167153393491284,10.462559518166104,1.357472068669019
0.291332,-0.013814,120.4740276853239,19.28309925549401,1.2188422628963633,-1.3041433694953268,0.0017194660752646947,10.232306388073493,1.3025255670469251
0.319084,-0.012086,119.21508038332115,19.1744416399883,1.141530960539147,-1.2148137196872688,0.001727573976461416,10.060430655499495,1.2169030393548703
0.34752,-0.010469,117.66944126884196,19.093765815483685,1.0303135386951037,-1.1025484740291498,0.0017419918003967584,9.956662235126917,1.1072591133832517
0.37655,-0.009022,115.07608164179149,19.09684173004527,0.8909845600778521,-0.939226025626735,0.0017647364519654332,9.916609500286405,0.9458759901999212
0.406208,-0.007795,111.04665469330135,19.16594372620647,0.7561661277286892,-0.8490708293983968,0.0017907441933749087,9.98821658740772,0.8499550225958296
