x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.00166514, 0.00505813, -300.914, 0.536197, 33.3351, 0.00505494, 10.9481, 36.6151, -13.0612
0.00119717, 0.0148724, -731.409, 10.7003, 38.8611, 0.00539778, 40.9394, 29.67, -45.9387
0.00767956, 0.023859, -810.065, 18.8613, 34.6887, 0.00498959, 50.1405, 8.77188, -53.5183
0.0162612, 0.0320147, -756.394, 23.3205, 28.0617, 0.00452159, 46.9184, -5.75971, -48.7101
0.0263435, 0.0396425, -709.608, 25.7434, 22.6952, 0.00425721, 42.2289, -14.3359, -43.292
0.037675, 0.0468997, -679.505, 27.3639, 19.0325, 0.00412421, 38.1747, -19.7907, -38.8492
0.0501738, 0.0538947, -654.129, 28.5789, 16.5619, 0.00401879, 34.4674, -23.2694, -34.8888
0.0638293, 0.0606941, -631.333, 29.476, 14.8115, 0.00390222, 30.9712, -25.3521, -31.2458
0.0786625, 0.0673345, -612.452, 30.1076, 13.4663, 0.00377792, 27.7546, -26.5498, -27.9577
0.0947096, 0.0738312, -597.265, 30.5248, 12.3312, 0.00365879, 24.8694, -27.2551, -25.0395
0.111925, 0.0801531, -584.649, 30.7735, 11.3003, 0.00355437, 22.3088, -27.7156, -22.4623
0.130374, 0.0862971, -573.382, 30.8889, 10.3211, 0.00346552, 20.0082, -28.0423, -20.1521
0.150222, 0.0922808, -562.728, 30.9086, 9.37107, 0.00338863, 17.8884, -28.2674, -18.0246
0.171537, 0.0980731, -552.457, 30.8594, 8.44458, 0.00331986, 15.8951, -28.3924, -16.0249
0.194394, 0.103635, -542.283, 30.757, 7.53943, 0.00325661, 13.9962, -28.4112, -14.1197
0.218874, 0.108919, -531.972, 30.6077, 6.65296, 0.00319772, 12.1721, -28.3234, -12.2893
0.245065, 0.113869, -521.278, 30.4114, 5.78199, 0.00314284, 10.4116, -28.1303, -10.5227
0.273064, 0.118422, -509.964, 30.1678, 4.92547, 0.0030918, 8.71109, -27.8325, -8.81593
0.302975, 0.122504, -497.926, 29.8728, 4.08091, 0.00304391, 7.06351, -27.4264, -7.16258
0.334912, 0.12603, -484.943, 29.5242, 3.24817, 0.00299854, 5.47091, -26.9071, -5.56398
0.368996, 0.128904, -470.959, 29.1134, 2.42641, 0.00295498, 3.93137, -26.2678, -4.01913
0.403765, 0.13096, -456.371, 28.6666, 1.64413, 0.00291477, 2.51183, -25.547, -2.59116
0.437996, 0.132141, -441.823, 28.1978, 0.9278, 0.00287795, 1.24866, -24.7803, -1.32053
0.471963, 0.132523, -427.308, 27.7146, 0.26688, 0.00284395, 0.116494, -23.9808, -0.181835
0.50565, 0.132154, -413.028, 27.229, -0.34451, 0.00281268, -0.901296, -23.1676, 0.841082
0.539045, 0.131074, -399.238, 26.7612, -0.913198, 0.00278468, -1.82175, -22.3662, 1.76519
0.57212, 0.129325, -386.585, 26.3748, -1.44165, 0.00276251, -2.6576, -21.6339, 2.60405
0.604889, 0.12689, -376.896, 26.1039, -1.97328, 0.00274732, -3.52604, -21.0181, 3.46629
0.637327, 0.123557, -369.354, 25.5037, -2.66238, 0.00271631, -4.69712, -20.1075, 4.6052
0.66935, 0.11914, -350.36, 24.4109, -3.40104, 0.00266197, -5.71977, -18.6932, 5.64135
0.700924, 0.113655, -323.249, 22.9661, -4.06054, 0.00258402, -6.44111, -16.8998, 6.38647
0.732058, 0.107141, -292.66, 21.3032, -4.58503, 0.00248604, -6.83706, -14.8974, 6.80457
0.762736, 0.0996372, -259.504, 19.4515, -4.94773, 0.00236854, -6.89455, -12.7775, 6.88437
0.792912, 0.0911936, -223.967, 17.3995, -5.12195, 0.00222934, -6.60554, -10.6015, 6.61764
0.822545, 0.0818621, -186.908, 15.1327, -5.07848, 0.00206505, -5.98041, -8.43057, 6.01228
0.851576, 0.071707, -149.534, 12.6607, -4.79281, 0.0018725, -5.05896, -6.34477, 5.10655
0.880058, 0.0607531, -113.555, 9.96166, -4.2307, 0.00164349, -3.89505, -4.39571, 3.94991
0.908008, 0.0490315, -80.5276, 7.21497, -3.42945, 0.00137104, -2.63484, -2.71725, 2.69006
0.935392, 0.0365916, -54.4435, 4.25601, -2.31724, 0.000838977, -1.12374, -1.05393, 1.15107
0.962153, 0.0235051, -31.9502, 2.76828, -1.73475, 0.000718786, -0.663244, -0.606885, 0.712773
0.987692, 0.00942838, -26.0394, -1.63781, 0.0374177, 0.000706925, 0.0393895, 0.0819565, -0.0121549
-0.00588591, 0.00530652, -173.155, 7.17202, 29.3778, 0.0140249, 24.4342, -24.6823, -20.8029
-0.00304989, 0.015593, -455.131, 19.6136, 31.6466, 0.0119932, 6.50761, -28.0508, 2.55803
0.0034757, 0.0250016, -595.135, 28.5553, 29.4801, 0.0100762, 2.00649, -15.7936, 5.46317
