x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.00116028, 0.00504473, -605.473, 1.38595, 39.8003, 0.00558868, 18.4181, 46.0346, -22.2147
0.00265686, 0.0145744, -1036.13, 13.0764, 41.7918, 0.00554654, 51.2147, 27.8281, -57.5982
0.00999442, 0.0229322, -1045.03, 20.9277, 33.0723, 0.00489665, 54.0417, 0.75259, -57.7023
0.0193571, 0.030271, -928.404, 24.3208, 23.4179, 0.0044117, 46.1924, -14.5552, -47.6952
0.0301617, 0.0369459, -837.643, 25.7599, 16.9357, 0.00414359, 38.6149, -22.232, -39.2146
0.0421646, 0.0431476, -772.063, 26.7192, 13.2932, 0.00397644, 32.6085, -26.0921, -32.8184
0.0552909, 0.0490024, -717.062, 27.4786, 11.2569, 0.00384294, 27.8447, -27.8153, -27.8696
0.0695348, 0.0545894, -670.812, 27.946, 9.98297, 0.00371451, 23.9495, -28.3007, -23.9187
0.0849214, 0.0599553, -633.464, 28.1777, 9.04329, 0.0035853, 20.6885, -28.149, -20.6659
0.10149, 0.065126, -602.712, 28.2381, 8.23371, 0.00345966, 17.9254, -27.6896, -17.9217
0.119287, 0.0701127, -576.183, 28.1386, 7.46497, 0.00334259, 15.5484, -27.0915, -15.5597
0.138325, 0.0749061, -552.355, 27.9292, 6.7224, 0.00323784, 13.4892, -26.4478, -13.51
0.158645, 0.0794977, -530.525, 27.6555, 6.01105, 0.00314467, 11.685, -25.7917, -11.7113
0.180369, 0.0838894, -510.154, 27.345, 5.33353, 0.00306074, 10.0808, -25.1262, -10.1098
0.203606, 0.0880696, -490.81, 27.0139, 4.69194, 0.00298437, 8.64167, -24.4492, -8.67106
0.228437, 0.0920143, -472.287, 26.6689, 4.08605, 0.00291439, 7.34142, -23.7606, -7.37026
0.254953, 0.0956945, -454.383, 26.3112, 3.51335, 0.00285006, 6.16035, -23.0603, -6.18814
0.283248, 0.0990767, -436.916, 25.9391, 2.97052, 0.00279088, 5.08288, -22.348, -5.10936
0.313431, 0.102124, -419.727, 25.553, 2.45616, 0.00273662, 4.09985, -21.6252, -4.12467
0.345615, 0.104793, -402.781, 25.1507, 1.9669, 0.00268685, 3.19856, -20.8926, -3.22205
0.379922, 0.107037, -385.913, 24.7324, 1.50259, 0.00264147, 2.37562, -20.1506, -2.39747
0.414882, 0.108749, -369.871, 24.321, 1.07681, 0.00260168, 1.65048, -19.4342, -1.67037
0.449265, 0.109897, -354.999, 23.9262, 0.700285, 0.00256748, 1.03342, -18.7634, -1.05136
0.483375, 0.110547, -341.09, 23.5427, 0.361119, 0.00253754, 0.495848, -18.1283, -0.512562
0.51722, 0.110741, -327.936, 23.172, 0.054313, 0.00251133, 0.026752, -17.5272, -0.0421774
0.550794, 0.110514, -315.538, 22.8142, -0.225534, 0.00248827, -0.387611, -16.9583, 0.372967
0.584093, 0.109894, -303.79, 22.4696, -0.482392, 0.002468, -0.755239, -16.4197, 0.741308
0.617115, 0.108908, -292.657, 22.1385, -0.719783, 0.0024502, -1.08415, -15.9101, 1.07072
0.649856, 0.107577, -282.111, 21.8234, -0.94045, 0.00243473, -1.38023, -15.4297, 1.3672
0.682314, 0.10592, -272.178, 21.5256, -1.14781, 0.00242146, -1.65081, -14.9784, 1.63784
0.714482, 0.103952, -262.844, 21.2489, -1.34443, 0.00241047, -1.90039, -14.5581, 1.88742
0.746348, 0.101689, -254.203, 20.9996, -1.53311, 0.00240192, -2.13502, -14.1718, 2.12173
0.777895, 0.0991424, -246.393, 20.7906, -1.71606, 0.00239651, -2.35926, -13.831, 2.34564
0.809233, 0.0963113, -239.835, 20.6221, -1.89666, 0.00239534, -2.58738, -13.5428, 2.57196
0.840343, 0.0932021, -235.145, 20.5742, -2.09227, 0.00240317, -2.84378, -13.3861, 2.8259
0.871034, 0.0898423, -235.211, 20.7007, -2.28353, 0.00242996, -3.17154, -13.3652, 3.15198
0.901328, 0.0855067, -244.446, 21.4738, -2.89889, 0.00249637, -4.24606, -14.0897, 4.17112
0.92996, 0.0762984, -257.626, 12.8371, -3.96962, 0.00173508, -5.13834, -6.30417, 4.83612
0.954892, 0.059802, -199.748, -2.92568, 1.52508, 0.000489564, 0.197905, -0.169142, -0.111832
0.975744, 0.038386, -171.56, -6.13726, 5.43818, 0.00110096, 3.46113, -0.397174, -3.30985
0.992631, 0.0144254, -124.569, -2.77199, 1.71339, 0.00142481, 2.42785, -0.172045, -2.03691
-0.00538144, 0.00529315, -366.682, 9.98214, 33.8542, 0.0137823, 23.6955, -33.4045, -16.9706
-0.00159134, 0.0152952, -669.967, 24.3294, 34.5319, 0.0115664, 5.33312, -29.9523, 5.93692
0.00578899, 0.0240754, -799.973, 33.1745, 31.015, 0.0103137, 5.1268, -15.4708, 3.13339
0.0152467, 0.0317861, -818.004, 36.4875, 26.5319, 0.00996104, 10.5887, -8.28495, -6.38674
0.0261834, 0.0387847, -793.172, 36.9794, 22.2333, 0.00963674, 13.2134, -6.67889, -11.653
0.0383437, 0.0452657, -753.728, 36.3543, 18.5026, 0.00915622, 12.414, -6.70062, -12.0454
0.0516432, 0.0513598, -709.661, 35.3525, 15.5028, 0.00863243, 10.2114, -6.68027, -10.2646
0.0660694, 0.0571509, -667.626, 34.3733, 13.2109, 0.00807622, 7.89864, -6.41023, -8.04256
0.0816418, 0.0626904, -631.293, 33.5593, 11.4463, 0.00747715, 5.92639, -5.91168, -6.03741
0.0983957, 0.0680087, -600.596, 32.9142, 10.0347, 0.00688712, 4.43039, -5.33448, -4.48655
0.116376, 0.073121, -574.016, 32.4037, 8.85873, 0.0063656, 3.38522, -4.8306, -3.39807
0.135592, 0.0780218, -550.209, 31.9649, 7.84211, 0.00592946, 2.66549, -4.42283, -2.65029
0.156082, 0.0827059, -528.467, 31.5535, 6.93698, 0.00556686, 2.15142, -4.09448, -2.12106
0.177971, 0.0871779, -508.233, 31.1433, 6.11136, 0.00526102, 1.76404, -3.82258, -1.72684
0.201365, 0.0914291, -489.057, 30.7215, 5.34823, 0.00499885, 1.45711, -3.58813, -1.41792
0.226347, 0.0954373, -470.702, 30.2856, 4.63739, 0.00477123, 1.20439, -3.38005, -1.16575
0.253006, 0.0991755, -452.955, 29.8359, 3.97156, 0.00457211, 0.99144, -3.19219, -0.954452
0.281438, 0.102612, -435.635, 29.372, 3.34518, 0.00439758, 0.809495, -3.02125, -0.774678
0.311751, 0.105711, -418.582, 28.8944, 2.75542, 0.00424456, 0.652346, -2.86402, -0.619865
0.344059, 0.108431, -401.754, 28.4039, 2.19746, 0.00411074, 0.515368, -2.71963, -0.485218
0.378485, 0.110725, -384.995, 27.8988, 1.67059, 0.00399431, 0.395432, -2.58563, -0.367475
0.413557, 0.112487, -369.031, 27.4036, 1.18974, 0.00389603, 0.293369, -2.46338, -0.268012
0.448047, 0.113681, -354.233, 26.9347, 0.76635, 0.00381436, 0.208796, -2.3565, -0.185767
0.482256, 0.114376, -340.377, 26.486, 0.385276, 0.00374576, 0.136513, -2.26184, -0.115309
0.516196, 0.114614, -327.27, 26.0546, 0.0408784, 0.00368774, 0.0742062, -2.17624, -0.0544291
0.549858, 0.114429, -314.904, 25.6405, -0.273644, 0.00363858, 0.0194255, -2.0982, -0.000750274
0.583241, 0.113851, -303.183, 25.2424, -0.562579, 0.0035968, -0.0290433, -2.0263, 0.0469022
0.616342, 0.112905, -292.07, 24.8599, -0.82999, 0.00356123, -0.0725172, -1.95934, 0.0897681
0.649158, 0.111615, -281.537, 24.4935, -1.07903, 0.00353069, -0.111924, -1.89581, 0.128807
0.681687, 0.109998, -271.607, 24.1442, -1.31396, 0.00350435, -0.148295, -1.83491, 0.16507
0.713922, 0.108071, -262.27, 23.8136, -1.53746, 0.0034812, -0.182099, -1.77532, 0.19905
0.745852, 0.105847, -253.616, 23.5043, -1.75308, 0.00346013, -0.214811, -1.71506, 0.232093
0.77746, 0.103341, -245.779, 23.2302, -1.96392, 0.0034402, -0.247564, -1.65275, 0.265478
0.808856, 0.10055, -239.161, 23.0023, -2.1814, 0.00342889, -0.291294, -1.59475, 0.30978
0.840022, 0.0974803, -234.312, 22.9179, -2.41898, 0.0034136, -0.32746, -1.52388, 0.350541
0.870766, 0.0941603, -233.868, 22.808, -2.75154, 0.00346945, -0.519954, -1.41282, 0.543744
0.90111, 0.089865, -239.356, 24.2672, -3.56284, 0.00338481, -0.323529, -1.05792, 0.46033
0.929791, 0.0806987, -246.784, 20.6609, -6.49512, 0.00324859, -1.50383, -3.5507, 1.74838
0.954772, 0.0642472, -202.212, 4.66943, -1.66752, 0.00280707, -4.17593, -3.5234, 3.91515
0.975672, 0.0428778, -176.448, -4.60027, 6.03913, 0.00361231, -2.34802, -1.39747, 1.70367
0.992607, 0.0189649, -134.711, -2.33152, 3.13191, 0.00548757, 0.303482, -1.07821, -1.37929
-0.0105057, 0.00559477, -228.422, 11.9328, 30.4868, 0.0259936, 16.3101, -36.4031, -17.1527
-0.00674817, 0.0161704, -486.046, 21.1929, 32.7307, 0.0229571, -16.414, -21.7205, 12.5096
0.000684219, 0.0254633, -675.841, 29.0912, 31.3551, 0.0193435, -18.9135, -3.21254, 15.0701
0.0102573, 0.0336256, -748.418, 34.1806, 28.1699, 0.0162894, -10.6609, 3.28307, 8.72081
0.0213545, 0.0410173, -748.669, 36.8623, 24.4162, 0.0140928, -3.58021, 3.379, 2.97301
0.0337059, 0.0478373, -723.136, 37.9374, 20.8312, 0.0125297, 0.703837, 1.66072, -0.791213
0.047216, 0.054222, -689.581, 38.0344, 17.7396, 0.0119166, 2.99918, -0.214584, -2.936
0.0618635, 0.0602608, -654.489, 37.6057, 15.2045, 0.0115635, 3.98786, -1.79915, -3.89283
0.0776615, 0.0660111, -622.024, 36.961, 13.1501, 0.0111675, 4.12395, -2.8857, -4.04409
0.0946408, 0.0715086, -593.554, 36.2719, 11.4663, 0.0107841, 3.84443, -3.51387, -3.79262
0.112842, 0.0767733, -568.437, 35.6083, 10.0541, 0.0104118, 3.3986, -3.79526, -3.37067
0.132274, 0.0818045, -545.678, 34.9888, 8.84385, 0.0100282, 2.92261, -3.85544, -2.91001
0.152973, 0.0866008, -524.69, 34.4111, 7.78428, 0.00963591, 2.48027, -3.7935, -2.47667
