1.000891  0.000891
0.999997  0.001975
0.997313  0.005172
0.992825  0.010309
0.986510  0.017107
0.978326  0.025182
0.968199  0.034050
0.956010  0.043125
0.941582  0.051709
0.924692  0.058948
0.905135  0.063799
0.885227  0.066284
0.864402  0.068731
0.842121  0.071223
0.818470  0.073726
0.793540  0.076208
0.767429  0.078636
0.740238  0.080978
0.712073  0.083203
0.683045  0.085280
0.653269  0.087178
0.622863  0.088869
0.591947  0.090324
0.560645  0.091515
0.529083  0.092415
0.497389  0.092999
0.465690  0.093245
0.434115  0.093130
0.402794  0.092637
0.371854  0.091749
0.341423  0.090455
0.311625  0.088747
0.282585  0.086622
0.254421  0.084080
0.227249  0.081130
0.201181  0.077782
0.176324  0.074055
0.152780  0.069971
0.130643  0.065557
0.110002  0.060845
0.090940  0.055871
0.073533  0.050672
0.057847  0.045288
0.043944  0.039759
0.031876  0.034126
0.021689  0.028425
0.013420  0.022694
0.007098  0.016961
0.002746  0.011255
0.000378  0.005597
0.000000  0.000000
0.001596 -0.005377
0.005139 -0.010381
0.010615 -0.015003
0.017997 -0.019233
0.027254 -0.023061
0.038347 -0.026475
0.051229 -0.029464
0.065846 -0.032016
0.082139 -0.034123
0.100043 -0.035776
0.119485 -0.036972
0.140389 -0.037709
0.162673 -0.037992
0.186252 -0.037826
0.211033 -0.037225
0.236924 -0.036205
0.263826 -0.034787
0.291636 -0.032996
0.320250 -0.030862
0.349560 -0.028416
0.379456 -0.025692
0.409825 -0.022727
0.440552 -0.019557
0.471520 -0.016220
0.502611 -0.012752
0.533707 -0.009189
0.564688 -0.005563
0.595435 -0.001907
0.625827  0.001750
0.655748  0.005381
0.685080  0.008963
0.713707  0.012475
0.741516  0.015896
0.768398  0.019210
0.794245  0.022402
0.818954  0.025458
0.842426  0.028366
0.864567  0.031113
0.885286  0.033689
0.903882  0.035998
0.919636  0.036139
0.934724  0.033735
0.948817  0.029403
0.961578  0.023846
0.972730  0.017773
0.982073  0.011842
0.989462  0.006620
0.994802  0.002558
0.998029 -0.000012
0.999109 -0.000891
