x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.0009904, 0.00493725, -676.482, 2.17188, 41.2522, 0.0057232, 22.0938, 47.6911, -26.3263
0.00309663, 0.0141884, -1106.77, 14.0509, 42.0613, 0.00554464, 54.106, 25.7149, -60.7792
0.0105874, 0.0221668, -1103.47, 21.6443, 32.1072, 0.00484795, 54.6259, -2.6378, -58.3384
0.0200337, 0.0290569, -975.009, 24.5974, 21.6881, 0.00433514, 44.9902, -17.7117, -46.36
0.0308839, 0.0352402, -873.691, 25.6531, 14.9595, 0.00404383, 36.3386, -24.7035, -36.7583
0.0429037, 0.0409139, -797.747, 26.3817, 11.3646, 0.00387619, 29.9045, -27.9369, -29.9511
0.0560209, 0.046207, -733.67, 27.0138, 9.47373, 0.00375252, 25.0486, -29.1535, -24.9434
0.0702309, 0.051199, -680.408, 27.3522, 8.34319, 0.00362946, 21.1654, -29.1676, -21.0409
0.0855581, 0.0559374, -637.811, 27.4711, 7.51778, 0.00350052, 17.9588, -28.5956, -17.8711
0.10204, 0.0604484, -602.794, 27.4374, 6.79172, 0.00337221, 15.2721, -27.7684, -15.2205
0.119706, 0.0647405, -572.39, 27.2444, 6.09078, 0.00325233, 12.9998, -26.8458, -12.9713
0.138549, 0.0688055, -545.195, 26.9445, 5.41104, 0.00314502, 11.0591, -25.924, -11.0461
0.158658, 0.0726472, -520.29, 26.5837, 4.75987, 0.00304915, 9.37971, -25.0235, -9.37636
0.180171, 0.0762697, -497.024, 26.1925, 4.14304, 0.00296249, 7.90738, -24.1415, -7.90945
0.203161, 0.0796561, -475.045, 25.7887, 3.56519, 0.00288344, 6.60877, -23.2748, -6.61358
0.227706, 0.0827846, -454.131, 25.3768, 3.02513, 0.00281062, 5.4544, -22.4192, -5.46084
0.253893, 0.08563, -434.006, 24.9578, 2.52078, 0.00274338, 4.4257, -21.5726, -4.43269
0.281816, 0.0881638, -414.53, 24.5311, 2.04933, 0.0026813, 3.50582, -20.7355, -3.513
0.311581, 0.0903534, -395.568, 24.0946, 1.60756, 0.00262408, 2.68121, -19.9075, -2.68839
0.343299, 0.0921627, -376.975, 23.6488, 1.1939, 0.00257151, 1.94327, -19.089, -1.95008
0.377091, 0.0935518, -358.718, 23.1928, 0.806555, 0.00252337, 1.28236, -18.2809, -1.28888
0.411515, 0.0944574, -341.496, 22.7515, 0.457404, 0.0024811, 0.71365, -17.5179, -0.719571
0.445368, 0.0948756, -325.704, 22.3341, 0.153568, 0.00244467, 0.240256, -16.8181, -0.245596
0.478942, 0.0948651, -311.058, 21.9341, -0.11602, 0.00241276, -0.163232, -16.168, 0.158042
0.512234, 0.0944655, -297.348, 21.5525, -0.356264, 0.0023848, -0.507702, -15.5637, 0.502818
0.545248, 0.0937105, -284.539, 21.1886, -0.572459, 0.00236019, -0.806066, -15.0011, 0.801141
0.577988, 0.0926277, -272.505, 20.8412, -0.768624, 0.0023385, -1.06607, -14.4762, 1.06111
0.610455, 0.0912414, -261.175, 20.5109, -0.947721, 0.00231943, -1.29421, -13.9864, 1.2892
0.642649, 0.0895724, -250.527, 20.1989, -1.11256, 0.00230279, -1.49658, -13.5302, 1.49139
0.674571, 0.0876383, -240.545, 19.9072, -1.26587, 0.00228848, -1.67852, -13.1073, 1.67306
0.70622, 0.0854529, -231.232, 19.6372, -1.41074, 0.00227645, -1.84575, -12.7168, 1.83981
0.737594, 0.0830281, -222.591, 19.3938, -1.5493, 0.00226685, -2.00168, -12.3605, 1.99522
0.768681, 0.0803753, -214.739, 19.1898, -1.68383, 0.00226018, -2.15117, -12.0464, 2.14413
0.799456, 0.0775047, -207.965, 19.016, -1.81699, 0.00225701, -2.3026, -11.7756, 2.29417
0.829957, 0.0744194, -202.573, 18.9574, -1.95022, 0.00226176, -2.46313, -11.6097, 2.45346
0.860244, 0.0711183, -200.497, 18.8701, -2.12507, 0.00227629, -2.71736, -11.5057, 2.6988
0.890182, 0.0675996, -203.399, 20.0787, -2.27393, 0.00235021, -2.96391, -12.1901, 2.96966
