x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.000101586, 0.00462025, -1093, 2.0663, 43.9322, 0.00556931, 29.9565, 45.6664, -39.7972
0.00587354, 0.0126987, -1369.98, 13.5821, 31.1546, 0.0043921, 43.246, 5.29064, -49.8326
0.0150181, 0.0191452, -1088.85, 16.3183, 12.1846, 0.00347369, 27.68, -12.2816, -27.3014
0.0254958, 0.0247569, -912.911, 16.3044, 4.50307, 0.00313664, 19.6509, -16.5674, -18.5003
0.0369941, 0.0299151, -798.337, 17.0535, 3.57814, 0.00261311, 13.7097, -15.2417, -12.9746
0.0495286, 0.0348306, -710.019, 17.5641, 3.89866, 0.00362746, 16.4402, -21.3629, -15.6604
0.0630035, 0.0395544, -648.297, 18.1069, 4.42145, 0.00379753, 15.4569, -22.3317, -14.9748
0.0774278, 0.0441333, -605.924, 18.5802, 4.64913, 0.00380147, 14.1457, -22.3813, -13.8637
0.0929172, 0.0486225, -572.99, 18.9556, 4.63016, 0.00367001, 12.5727, -21.7189, -12.4038
0.109535, 0.0530397, -544.629, 19.2267, 4.47049, 0.00342396, 10.8188, -20.3881, -10.7131
0.127339, 0.0573914, -519.543, 19.4294, 4.2493, 0.0031387, 9.15025, -18.8093, -9.08305
0.146391, 0.0616765, -497.296, 19.5896, 4.00056, 0.00290525, 7.8095, -17.5225, -7.76509
0.166755, 0.0658875, -477.372, 19.7175, 3.73919, 0.00274031, 6.77944, -16.629, -6.74895
0.188496, 0.0700123, -459.215, 19.8156, 3.472, 0.00262839, 5.96606, -16.0346, -5.94449
0.211648, 0.0740297, -442.496, 19.8867, 3.20285, 0.00254956, 5.28515, -15.6193, -5.2702
0.236317, 0.0779247, -426.921, 19.932, 2.93179, 0.00248952, 4.68209, -15.2954, -4.67237
0.262652, 0.0816846, -412.17, 19.9525, 2.65907, 0.00244057, 4.12903, -15.0134, -4.12328
0.290751, 0.0852814, -398.101, 19.9495, 2.38506, 0.00239892, 3.61061, -14.749, -3.6082
0.320721, 0.088683, -384.543, 19.9235, 2.10991, 0.00236284, 3.11931, -14.4899, -3.11959
0.352677, 0.0918524, -371.369, 19.8748, 1.83373, 0.00233148, 2.65025, -14.2296, -2.65274
0.386728, 0.0947465, -358.472, 19.8028, 1.557, 0.00230448, 2.20083, -13.9643, -2.20511
0.42142, 0.0972263, -346.325, 19.7181, 1.29136, 0.00228229, 1.78647, -13.7054, -1.79195
0.455568, 0.0992201, -335.165, 19.6217, 1.04465, 0.00226423, 1.41493, -13.4568, -1.42129
0.489467, 0.100786, -324.736, 19.5153, 0.812424, 0.0022494, 1.07578, -13.2148, -1.08285
0.523109, 0.101951, -314.919, 19.4025, 0.593726, 0.00223745, 0.7655, -12.9805, -0.773013
0.55649, 0.102742, -305.689, 19.2863, 0.386571, 0.00222801, 0.478606, -12.7546, -0.486632
0.589606, 0.103177, -296.963, 19.1682, 0.189411, 0.0022208, 0.212072, -12.537, -0.220494
0.622455, 0.103276, -288.698, 19.0507, 0.00127675, 0.00221564, -0.036643, -12.3285, 0.0279043
0.655034, 0.103055, -280.903, 18.9368, -0.179187, 0.00221246, -0.27072, -12.1309, 0.261612
0.687338, 0.102527, -273.578, 18.8295, -0.353169, 0.00221127, -0.492519, -11.9462, 0.483046
0.719357, 0.101707, -266.768, 18.7345, -0.521551, 0.00221231, -0.704228, -11.7788, 0.694392
0.751077, 0.100604, -260.594, 18.6588, -0.686677, 0.00221598, -0.910845, -11.6347, 0.900357
0.782581, 0.0992243, -255.172, 18.6129, -0.850522, 0.00222301, -1.11563, -11.5237, 1.10442
0.813879, 0.097573, -250.909, 18.6288, -1.01366, 0.00223551, -1.32725, -11.4701, 1.31434
0.844839, 0.0956635, -248.743, 18.7219, -1.20704, 0.00225666, -1.58329, -11.5209, 1.56709
0.875474, 0.0935418, -251.359, 19.3655, -1.30903, 0.00231012, -1.79658, -11.8864, 1.78993
0.905646, 0.0897068, -268.517, 19.4127, -2.39321, 0.0023572, -3.61364, -12.3469, 3.46688
0.933578, 0.0794672, -267.412, 8.74823, -2.99874, 0.0013295, -3.23834, -3.51831, 3.03312
0.957209, 0.0615181, -221.347, -5.84362, 4.36342, 0.000585727, 1.23256, -0.0723893, -1.11091
0.976727, 0.0391844, -200.538, -5.30229, 4.90924, 0.000640669, 1.90369, -0.303896, -1.82634
0.99283, 0.0146437, -148.364, -2.03979, 0.964336, 0.00146955, 1.89195, 0.0568237, -1.50407
-0.0043244, 0.00486892, -630.637, 13.6809, 36.3137, 0.0142972, 25.0309, -48.6269, -12.8423
0.00162107, 0.0134207, -959.757, 27.7891, 33.4407, 0.0125253, 15.7906, -26.0244, -2.50348
0.0108084, 0.0202904, -1015.41, 30.8687, 24.6383, 0.0117004, 31.0068, -8.69613, -30.16
0.0213815, 0.0262746, -934.889, 29.2185, 17.2386, 0.0116682, 34.779, -9.80261, -38.4833
0.0330123, 0.031757, -825.288, 26.9217, 12.3094, 0.0116752, 27.8865, -12.9558, -31.1401
0.0457043, 0.0369522, -730.853, 25.289, 9.55565, 0.0116044, 20.5534, -14.2889, -22.7993
0.0593526, 0.0419155, -662.13, 24.3308, 8.12419, 0.011027, 14.1217, -13.2316, -15.4394
0.0739591, 0.0466989, -614.183, 23.8641, 7.27186, 0.0102197, 9.71541, -11.3568, -10.4822
0.0896345, 0.051362, -578.009, 23.6413, 6.62715, 0.00937345, 6.91568, -9.54931, -7.37334
0.106438, 0.0559271, -547.929, 23.5056, 6.07159, 0.00858202, 5.12374, -8.07792, -5.41042
0.124425, 0.0604046, -521.788, 23.4011, 5.57, 0.00785795, 3.90045, -6.90436, -4.08884
0.143655, 0.0647972, -498.806, 23.3159, 5.10791, 0.00720567, 3.02369, -5.96165, -3.15272
0.16419, 0.0691008, -478.358, 23.2423, 4.67635, 0.00663353, 2.37951, -5.20462, -2.46983
0.186095, 0.0733062, -459.829, 23.1725, 4.26957, 0.00614534, 1.89876, -4.59995, -1.96225
0.209405, 0.0773945, -442.837, 23.1022, 3.88296, 0.00573238, 1.5322, -4.11432, -1.57618
0.234224, 0.0813531, -427.059, 23.0268, 3.5112, 0.00538038, 1.24576, -3.71816, -1.27533
0.260702, 0.085171, -412.164, 22.9431, 3.15104, 0.00507794, 1.01702, -3.38988, -1.03573
0.288938, 0.088822, -397.987, 22.8493, 2.79998, 0.00481684, 0.830617, -3.11413, -0.841108
0.319038, 0.0922753, -384.352, 22.7434, 2.4563, 0.00459118, 0.676371, -2.88009, -0.680634
0.351118, 0.0954951, -371.123, 22.6239, 2.11848, 0.00439616, 0.546726, -2.67936, -0.546283
0.385288, 0.0984395, -358.187, 22.489, 1.7857, 0.00422886, 0.43623, -2.50665, -0.432201
0.420094, 0.100968, -346.012, 22.3462, 1.47021, 0.00408932, 0.343799, -2.35912, -0.337285
0.454347, 0.103008, -334.831, 22.201, 1.18036, 0.00397467, 0.267976, -2.23667, -0.259706
0.488346, 0.104618, -324.385, 22.0522, 0.909627, 0.0038793, 0.203733, -2.13265, -0.194178
0.522082, 0.105827, -314.556, 21.9017, 0.656107, 0.00379999, 0.148288, -2.04297, -0.137745
0.555551, 0.106659, -305.312, 21.7513, 0.416622, 0.00373381, 0.0993915, -1.96455, -0.0880199
0.588752, 0.107136, -296.574, 21.6019, 0.189257, 0.00367864, 0.0557115, -1.89528, -0.0436424
0.62168, 0.107275, -288.298, 21.4553, -0.0273653, 0.00363281, 0.0160542, -1.83338, -0.0033808
0.654334, 0.107094, -280.489, 21.3139, -0.235266, 0.00359484, -0.0206724, -1.77736, 0.0339189
0.686708, 0.106607, -273.15, 21.1806, -0.436088, 0.00356366, -0.0553651, -1.72625, 0.0691799
0.718795, 0.105826, -266.321, 21.0604, -0.631308, 0.00353846, -0.0889278, -1.67882, 0.103404
0.750579, 0.104763, -260.119, 20.9598, -0.824646, 0.00351852, -0.12286, -1.63419, 0.138155
0.782144, 0.103423, -254.663, 20.89, -1.01865, 0.0035034, -0.158586, -1.59131, 0.174774
0.8135, 0.101811, -250.329, 20.8706, -1.22127, 0.0034936, -0.205301, -1.54444, 0.223041
0.844515, 0.0999407, -248.042, 20.9866, -1.45833, 0.00349312, -0.251172, -1.51041, 0.270004
0.875203, 0.0978585, -249.952, 21.1479, -1.72019, 0.00350273, -0.473453, -1.23288, 0.506258
0.905426, 0.0940635, -261.554, 23.1223, -3.16515, 0.00362121, -0.17877, -1.45287, 0.376157
0.933408, 0.0838664, -258.708, 16.3332, -5.55369, 0.00304365, -1.69236, -3.59715, 1.88842
0.957088, 0.0659627, -224.203, -0.420396, 1.97189, 0.00304619, -4.2989, -2.75382, 3.99878
0.976655, 0.043676, -205.769, -4.50366, 6.05895, 0.00333179, -1.04859, -0.875233, 0.357297
0.992806, 0.0191832, -157.079, -1.83043, 2.2586, 0.0059057, 0.919942, -0.74489, -1.74189
-0.00945053, 0.00517084, -367.113, 14.4182, 32.8564, 0.0269412, 7.19559, -48.8231, -8.45705
-0.00354067, 0.0142974, -689.261, 26.7706, 33.1575, 0.0214541, -16.8386, -17.0011, 15.623
