x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.000101586, 0.00462025, -979.787, 2.74373, 42.7629, 0.00554292, 30.5518, 43.244, -39.8224
0.00587354, 0.0126987, -1283.84, 14.1288, 31.7051, 0.00443353, 44.3562, 4.37701, -51.0562
0.0150181, 0.0191452, -1024.19, 17.2925, 13.9283, 0.00353618, 29.4524, -13.0435, -29.4574
0.0254958, 0.0247569, -855.271, 17.4809, 5.97068, 0.00370043, 24.5563, -20.2759, -23.4691
0.0369941, 0.0299151, -750.905, 18.3508, 4.59912, 0.00271558, 15.1944, -16.5561, -14.5637
0.0495286, 0.0348306, -671.77, 18.9057, 4.60814, 0.00360867, 17.4799, -22.3745, -16.8025
0.0630035, 0.0395544, -615.247, 19.4295, 4.95673, 0.0037872, 16.439, -23.5175, -16.0067
0.0774278, 0.0441333, -575.681, 19.8602, 5.09914, 0.00375646, 14.8595, -23.3536, -14.6108
0.0929172, 0.0486225, -545.013, 20.2042, 5.03968, 0.00354661, 12.8842, -22.1404, -12.747
0.109535, 0.0530397, -518.838, 20.4491, 4.84234, 0.00327153, 10.9404, -20.5253, -10.8594
0.127339, 0.0573914, -495.773, 20.6194, 4.57941, 0.00303413, 9.34495, -19.1344, -9.29368
0.146391, 0.0616765, -475.312, 20.7421, 4.29237, 0.00286024, 8.10919, -18.1304, -8.07558
0.166755, 0.0658875, -456.962, 20.8307, 3.99762, 0.00273863, 7.1345, -17.4423, -7.11229
0.188496, 0.0700123, -440.223, 20.8904, 3.7013, 0.00265135, 6.32757, -16.9536, -6.31304
0.211648, 0.0740297, -424.788, 20.9249, 3.40608, 0.00258476, 5.62549, -16.5761, -5.61682
0.236317, 0.0779247, -410.372, 20.9352, 3.11125, 0.00253043, 4.98978, -16.2542, -4.9858
0.262652, 0.0816846, -396.676, 20.9219, 2.81666, 0.0024841, 4.40091, -15.9574, -4.40043
0.290751, 0.0852814, -383.577, 20.8866, 2.52244, 0.00244373, 3.84704, -15.6714, -3.84952
