x, y, p, Ux, Uy, viscosity(nut), Rx, Ry, Rxy
-0.000101586, 0.00462025, -979.807, 2.74363, 42.7632, 0.00554296, 30.552, 43.2447, -39.8228
0.00587354, 0.0126987, -1283.86, 14.1288, 31.7053, 0.00443365, 44.3576, 4.37725, -51.0578
0.0150181, 0.0191452, -1024.21, 17.2923, 13.9283, 0.00353785, 29.4663, -13.0495, -29.4712
0.0254958, 0.0247569, -855.281, 17.4805, 5.96994, 0.00370358, 24.5768, -20.2929, -23.4881
0.0369941, 0.0299151, -750.915, 18.3492, 4.59691, 0.00272125, 15.2253, -16.5903, -14.5925
0.0495286, 0.0348306, -671.778, 18.9038, 4.60614, 0.00363019, 17.5831, -22.508, -16.9011
0.0630035, 0.0395544, -615.251, 19.4286, 4.95602, 0.00380431, 16.5129, -23.6237, -16.0784
0.0774278, 0.0441333, -575.684, 19.8587, 5.09752, 0.00377604, 14.9362, -23.4746, -14.6853
0.0929172, 0.0486225, -545.021, 20.2015, 5.03748, 0.00357233, 12.9766, -22.2998, -12.8378
0.109535, 0.0530397, -518.851, 20.4458, 4.84064, 0.0032989, 11.0311, -20.6958, -10.9491
0.127339, 0.0573914, -495.789, 20.6162, 4.57866, 0.00305721, 9.41551, -19.2788, -9.364
0.146391, 0.0616765, -475.327, 20.7394, 4.29233, 0.00287692, 8.15621, -18.2351, -8.12272
0.166755, 0.0658875, -456.977, 20.8286, 3.99794, 0.00274951, 7.16272, -17.5108, -7.14077
0.188496, 0.0700123, -440.236, 20.8889, 3.70173, 0.00265796, 6.34332, -16.9953, -6.32905
0.211648, 0.0740297, -424.801, 20.9239, 3.40648, 0.00258859, 5.63384, -16.6002, -5.62538
0.236317, 0.0779247, -410.384, 20.9345, 3.11156, 0.00253257, 4.99403, -16.2676, -4.9902
0.262652, 0.0816846, -396.687, 20.9215, 2.81688, 0.00248528, 4.40303, -15.9648, -4.40266
0.290751, 0.0852814, -383.587, 20.8863, 2.52259, 0.00244436, 3.84805, -15.6753, -3.8506
0.320721, 0.088683, -370.93, 20.8293, 2.22863, 0.00240871, 3.3224, -15.3903, -3.32725
0.352677, 0.0918524, -358.597, 20.7509, 1.93495, 0.00237768, 2.82117, -15.1042, -2.82788
0.386728, 0.0947465, -346.485, 20.6502, 1.64193, 0.00235096, 2.34167, -14.8133, -2.34982
0.42142, 0.0972263, -335.042, 20.5386, 1.36136, 0.00232899, 1.90005, -14.5294, -1.909
0.455568, 0.0992201, -324.499, 20.4175, 1.10151, 0.00231107, 1.50454, -14.2571, -1.51402
0.489467, 0.100786, -314.625, 20.2881, 0.857601, 0.00229631, 1.14395, -13.9923, -1.15386
0.523109, 0.101951, -305.31, 20.1536, 0.628483, 0.00228436, 0.81447, -13.7357, -0.824587
0.55649, 0.102742, -296.543, 20.0169, 0.411968, 0.00227487, 0.510215, -13.4883, -0.52066
0.589606, 0.103177, -288.248, 19.8792, 0.206341, 0.00226754, 0.227927, -13.2496, -0.238609
0.622455, 0.103276, -280.389, 19.7429, 0.0105121, 0.0022622, -0.0351175, -13.0205, 0.0242553
0.655034, 0.103055, -272.981, 19.6109, -0.176977, 0.00225877, -0.282287, -12.8026, 0.271169
0.687338, 0.102527, -266.032, 19.486, -0.357392, 0.00225727, -0.516073, -12.598, 0.504684
0.719357, 0.101707, -259.592, 19.3739, -0.531662, 0.00225796, -0.738781, -12.4114, 0.727102
0.751077, 0.100604, -253.795, 19.2816, -0.702204, 0.00226122, -0.955669, -12.2488, 0.94336
0.782581, 0.0992243, -248.769, 19.2202, -0.871091, 0.00226784, -1.17015, -12.1208, 1.15713
0.813879, 0.097573, -244.957, 19.2216, -1.03876, 0.00227991, -1.3912, -12.0521, 1.37637
0.844839, 0.0956635, -243.341, 19.303, -1.23743, 0.00230083, -1.65853, -12.0938, 1.64029
0.875474, 0.0935418, -246.82, 19.9496, -1.34122, 0.00235357, -1.87894, -12.4581, 1.87047
0.905646, 0.0897068, -265.602, 19.9813, -2.44736, 0.00240304, -3.78482, -12.9416, 3.62577
0.933578, 0.0794672, -265.113, 9.06047, -3.09185, 0.00135958, -3.42387, -3.71395, 3.20251
0.957209, 0.0615181, -217.105, -5.9512, 4.39429, 0.000581885, 1.23387, -0.0704606, -1.10815
0.976727, 0.0391844, -194.787, -5.37741, 4.92004, 0.000642121, 1.92141, -0.297026, -1.83807
0.99283, 0.0146437, -142.012, -2.07972, 0.957694, 0.00147402, 1.91909, 0.0779013, -1.51587
-0.0043244, 0.00486892, -557.102, 13.8759, 34.3972, 0.0144141, 23.8763, -48.5558, -12.0794
0.00162107, 0.0134207, -881.035, 27.967, 32.0992, 0.0126307, 13.4721, -27.9342, 0.304757
0.0108084, 0.0202904, -938.331, 31.4047, 24.2586, 0.0115611, 26.9355, -10.0485, -24.9181
0.0213815, 0.0262746, -869.376, 30.1198, 17.5476, 0.0113496, 30.9405, -9.73414, -33.6965
0.0330123, 0.031757, -773.389, 28.0019, 12.8974, 0.011136, 24.7783, -11.7576, -27.4667
