1.000712  0.000445
0.999802  0.002068
0.997070  0.006843
0.992516  0.014484
0.986135  0.024526
0.977913  0.036337
0.967809  0.049129
0.955732  0.061980
0.941495  0.073828
0.924767  0.083410
0.905176  0.089090
0.885225  0.090843
0.864396  0.092415
0.842111  0.093956
0.818454  0.095435
0.793517  0.096821
0.767397  0.098081
0.740195  0.099187
0.712019  0.100108
0.682978  0.100819
0.653187  0.101294
0.622765  0.101509
0.591833  0.101443
0.560513  0.101077
0.528933  0.100394
0.497220  0.099381
0.465502  0.098028
0.433909  0.096326
0.402570  0.094272
0.371614  0.091866
0.341167  0.089112
0.311356  0.086018
0.282304  0.082597
0.254131  0.078866
0.226953  0.074847
0.200882  0.070565
0.176025  0.066051
0.152484  0.061339
0.130353  0.056465
0.109722  0.051470
0.090673  0.046395
0.073282  0.041282
0.057615  0.036175
0.043734  0.031116
0.031691  0.026145
0.021530  0.021301
0.013289  0.016617
0.006998  0.012123
0.002678  0.007844
0.000343  0.003799
0.000000  0.000000
0.001630 -0.003448
0.005207 -0.006446
0.010715 -0.008990
0.018127 -0.011081
0.027413 -0.012718
0.038533 -0.013905
0.051439 -0.014644
0.066078 -0.014941
0.082390 -0.014804
0.100310 -0.014243
0.119765 -0.013273
0.140678 -0.011910
0.162969 -0.010173
0.186551 -0.008085
0.211332 -0.005674
0.237220 -0.002967
0.264115  0.000003
0.291916  0.003204
0.320519  0.006598
0.349816  0.010151
0.379697  0.013825
0.410049  0.017584
0.440758  0.021391
0.471707  0.025211
0.502780  0.029014
0.533857  0.032767
0.564820  0.036445
0.595549  0.040024
0.625925  0.043481
0.655830  0.046802
0.685147  0.049970
0.713761  0.052976
0.741559  0.055812
0.768430  0.058472
0.794268  0.060955
0.818970  0.063259
0.842436  0.065386
0.864572  0.067336
0.885288  0.069114
0.903841  0.070585
0.919561  0.068730
0.934812  0.062881
0.949095  0.054066
0.961968  0.043503
0.973144  0.032391
0.982448  0.021792
0.989771  0.012602
0.995045  0.005525
0.998225  0.001073
0.999288 -0.000445
